sample_idx,doc_id,party,year,text,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization
132,ParlaMint-NL_2020-10-13-tweedekamer-28.u318,CDA,2020,"Voorzitter. In het hoger onderwijs zien we dat instellingen vanwege de krimpende studentenaantallen steeds meer inzetten op internationalisering. Er worden steeds grotere aantallen geworven, want massa is kassa. De minister heeft bij het expliciete voorbeeld van de Saxion Hogeschool aangegeven dat zij dit ook akkoord vindt. Deze tendens vindt het CDA onwenselijk, want als de toekomst van ons onderwijs in handen ligt van Duitse studenten die in het Engels in Nederland psychologie komen studeren, dan gaat er echt wat mis. De CDA-fractie wil dat de minister met voorstellen komt om hogeronderwijsinstellingen in regio's met dalende studentenaantallen te behouden.",1,1,1,1,1,1,1
133,ParlaMint-NL_2021-12-21-eerstekamer-4.u19,D66,2021,"Ik weet dat partijen in deze Kamer, waaronder GroenLinks en PvdA, hebben gepleit om deze een jaar eerder af te schaffen, namelijk het volgende begrotingsjaar. Daar heb ik in de Tweede Kamer, en trouwens ook hier, al vaker over gesproken. Ik denk dat voor de hele sector, voor de woningbouwcorporaties, het feit dat het nieuwe kabinet die verhuurderheffing zal afschaffen per 2023 een enorm effect heeft. We zien al het effect van de 500 miljoen; daar hebben we vorige week uitvoerig over gedebatteerd. Daarna volgt de afschaffing van 2023. Dat betekent een hele grote verruiming voor hun investeringscapaciteit. Dat betekent dat er nog veel meer gebouwd kan worden op termijn, dat er nog meer kan worden verduurzaamd en dat er meer onderhoud kan worden gepleegd. Dat is ontzettend belangrijk voor de woningmarkt. Hij is niet afgeschaft per volgend jaar. Ik heb daar geen budgettaire ruimte voor gevonden. Ik heb gelukkig, terwijl het kabinet demissionair was, een aantal dingen nog wel kunnen doen voor de woningmarkt.",4,1,1,1,2,1,1
134,ParlaMint-NL_2020-02-04-tweedekamer-36.u38,GroenLinks,2020,"Nou, het echte punt ... Als u de brief goed leest, dan ziet u dat het in pijler 5 gaat over de klassieke infrastructuur. Dan gaat het over het transport van mensen en goederen. Dat wordt daar ook uitgelegd. Daar wordt gezegd dat in de Miljoenennota is gezegd dat dat terrein in aanmerking komt voor het investeringsfonds. De energietransitie zit in pijler 6. Daar staat die link niet expliciet in. Het vreemde is dat we ten tijde van het FES, ook op het punt van de aardgasopbrengsten, hebben verzuimd een koppositie te pakken in windenergie en in zonne-energie.",4,1,1,1,1,1,1
135,ParlaMint-NL_2018-02-13-tweedekamer-24.u53,PvdD,2018,"Voorzitter, dank u wel. De minister van Buitenlandse Zaken heeft zojuist aangekondigd dat hij aftreedt. Dat moest omdat hij jarenlang een verhaal verteld heeft dat niet klopt, namelijk dat hij in de datsja van president Poetin informatie had gehoord die van groot belang was voor de geopolitieke verhoudingen en het buitenlandbeleid van onder andere Nederland. We willen niet harteloos klinken, maar de manier waarop deze minister tot zijn besluit kwam om zijn functie neer te leggen, heeft toch wel erg het karakter en wekt de schijn dat geprobeerd is om vol te houden zolang dat kon, maar dat de druk te hoog werd en dat daarom werd gezegd: het gaat niet meer. Erg oprecht is dat niet. Ook dat is een fout die mensen kunnen maken, maar de context die daarbij wel van belang is, is dat deze minister van een partij was die mensen die met doodsangst een verhaal vertellen om veilig te kunnen zijn in een land, doorgaans niet zo mild behandelt en doorgaans niet zo veel mensen een tweede kans wil gunnen als ze een verhaal hebben verteld dat niet klopte. In het geval van vluchtelingen gaat het om lijfsbehoud.",1,1,1,1,1,1,1
136,ParlaMint-NL_2019-11-06-tweedekamer-3.u258,GroenLinks,2019,"Ik kom daar nog op terug in mijn betoog, maar als de heer Heerema dit aan mij vraagt, heeft hij de afgelopen onderwijsdebatten misschien niet heel goed opgelet. We hebben verschillende voorstellen gedaan om dat aan te pakken. Ik heb onlangs nog samen met de heer Van Meenen een motie aangenomen gekregen, die zegt: we moeten er echt voor zorgen dat mensen voor het onderwijs behouden blijven.",1,1,1,1,1,1,1
137,ParlaMint-NL_2021-06-29-eerstekamer-3.u53,D66,2021,"Dus het is de producent van biokerosine die, om de totale prijs van de biokerosine die hij aan de luchtvaartmaatschappijen kan aanbieden iets te drukken, HBE's kan proberen te verkopen in dat handelssysteem van HBE's. Maar het is niet de luchtvaartmaatschappij die het voordeel krijgt. De luchtvaartmaatschappij heeft dan alleen de optie om biokerosine te tanken die niet tweeënhalf keer zo duur is, maar misschien twee keer zo duur is als gewone kerosine. Daarom ben ik een beetje op zoek naar waar mevrouw Kluit naar op zoek is wanneer ze het heeft over een ""voordeel voor de sector"", want het is een iets kleiner nadeel. De vrijwillige inzet van biobrandstoffen in de scheepvaart en de luchtvaart is een extra kostenverplichting die de sectoren op zich nemen, omdat ze nog niet onder de bijmengverplichting vallen.",4,1,1,1,1,1,1
138,ParlaMint-NL_2020-09-23-tweedekamer-12.u8,GroenLinks,2020,"Mijn eerste vragen en opmerkingen gaan over de situatie in Wit-Rusland, in Belarus. Dat zal u niet verbazen. Het is nu ruim zes weken geleden dat Loekasjenko de verkiezingen stal.",1,1,1,1,1,1,1
139,ParlaMint-NL_2020-01-23-tweedekamer-11.u30,CDA,2020,"De tweede motie van de heer Ronnes, de motie op stuk nr. 698, gaat over de stand van zaken bij de toepassing van ledverlichting. Hij verzoekt de regering om de Kamer binnen vier maanden te rapporteren hoe de wettelijke verplichting van de zijde van het Rijk wordt uitgevoerd. In het kader van het Klimaatakkoord is een informatieplicht ingevoerd voor alle maatregelen die in het kader van de uitvoering van het Activiteitenbesluit milieubeheer worden uitgevoerd.",1,1,1,1,1,1,1
140,ParlaMint-NL_2019-03-05-tweedekamer-29.u78,PvdD,2019,"Voorzitter. De klimaatdoelen vereisen een drastische krimp van de luchtvaartsector: van de ruwweg 12 megaton in 2030 die de sector wil, naar 4 megaton, die noodzakelijk is om binnen het 1,5C-scenario te blijven. Dat is inclusief de extra invloed die CO-uitstoot op grote hoogte heeft. Op de persconferentie trokken de ministers hun meest daadkrachtige gezicht en dat stond hen best goed; dat moet gezegd worden. Maar waarom is een dergelijke daadkracht in geen velden of wegen te bekennen in het Nederlandse klimaatbeleid? De minister van Financiën zal toch moeten erkennen dat hij met de aankoop van de aandelen Air France-KLM, een bedrijf dat geld verdient met het verbranden van fossiele brandstoffen, namens alle Nederlanders een belang genomen heeft in een bedrijf dat sterk bijdraagt aan de opwarming van de aarde? Uit de antwoorden op onze vragen blijkt duidelijk dat de Staat geen belang heeft genomen om de krimp van de luchtvaart in Nederland in te zetten of überhaupt om de toegenomen invloed in te zetten om Air France-KLM Parisproof te krijgen. Integendeel, het is gericht op groei en de grootste worden. De grootste worden betekent in het geval van de luchtvaart een race naar de bodem. Hoe legt de minister van Financiën deze investering in de fossiele sector uit aan de jonge generatie klimaatstakers, scholieren en studenten die hun toekomst direct in gevaar zien gebracht? Wat vindt de minister van de signaalfunctie van een overheid die drie kwart miljard investeert in een vervuilende sector als de luchtvaart? Voorzitter, afsluitend. Waarom speciaal een bedrijf in een niet-duurzame sector? De overheid is eigenlijk steeds minder in staat onafhankelijk te spreken over een bedrijfstak waarin ze zelf aandeelhouder is geworden. Ze heeft zichzelf in een spagaat gebracht door een belang te nemen in de groei van de luchtvaart en de uitstoot aan de ene kant en de noodzakelijke krimp aan de andere kant.",2,4,4,1,2,3,1
141,ParlaMint-NL_2017-11-14-tweedekamer-20.u88,PvdD,2017,"Mevrouw Van Eijs had het over een transitiebrandstof. Er zijn inderdaad nog heel veel huizen die met gas verwarmd worden. Maar wat ik wil zeggen, is: gas is een fossiele brandstof waar we zo snel mogelijk vanaf moeten. Het kan natuurlijk geen rol spelen in de transitie naar duurzame energie. Dat eindpunt, daar zijn we het allemaal over eens. Dat er nu een ongewenste situatie is, zijn we het ook over eens. Maar mijn vraag is: vindt D66 het een gewenste transitiebrandstof voor die periode naar die duurzame energie toe?",1,1,1,1,1,2,1
142,ParlaMint-NL_2020-09-29-tweedekamer-3.u2,VVD,2020,"Mevrouw de voorzitter, dank. Ik moet bekennen dat ik geen abonnee ben van het Noordhollands Dagblad, maar afgelopen weekend kon je er niet omheen: een maar liefst zeven pagina's lang artikel over Tata Steel. Miljarden vliegen weg bij Tata Steel. Het beeld dat daar ontstaat, is het beeld van de Indiase eigenaar die ons mooie Nederlandse Tata Steel als flappentapper gebruikt. Dat is zorgelijk, omdat Tata Steel belangrijk is voor heel veel mensen, gewoon in termen van banen. 11.000 mensen werken bij Tata Steel, dat ook heel belangrijk is voor ondernemers in het mkb. Zij doen er veel zaken mee. Het is ook heel belangrijk voor jongeren: veel stages en veel leerbanen. Het is extra zorgelijk, omdat het niet de eerste keer is dat we gerommel zien binnen Tata Steel. Recentelijk heeft de accountant PwC al gewezen op de financiële gang van zaken. Er is een slepende discussie over vervuiling.",4,1,1,1,2,1,2
143,ParlaMint-NL_2019-12-16-eerstekamer-6.u53,GroenLinks,2019,"De PvdA-fractie zegt niet dat dit kabinet alleen verantwoordelijk is voor de crisissituatie waarin we nu zitten, maar we zeggen wel dat dit kabinet het tij kan keren met deze begroting; nu, dit jaar. Het kan ook. Minister Wiebes presenteerde de afgelopen week de contouren van het investeringsfonds voor ons toekomstig verdienvermogen, collega Vendrik refereerde er al aan. En wat schrijft de regering? Dat goed onderwijs loont. ""Uit onderzoek blijkt dat leerwinst vroeg in het leven ook doorwerkt op het loon dat de leerling later in zijn of haar leven verdient."" Dat heeft de regering vast van econoom Heckman, die al jaren geleden aantoonde dat hoe meer geld je steekt in jonge kinderen, hoe beter dat is voor de samenleving als geheel, naast dat het natuurlijk ook heel goed is voor jonge kinderen. Wat dan heel vreemd is, is dat de regering niks schrijft over het menselijk kapitaal dat je daarvoor nodig hebt, maar wel over digitale hulpmiddelen. Als we niet eens de mensen hebben die die digitale hulpmiddelen kunnen ontwikkelen, ""hoe dan?"", zouden kinderen dan zeggen in straattaal, want dat is het enige dat ze dan nog leren: hoe dan? Ze kregen immers geen beschaafd Nederlands van een leraar. Laten we wel wezen, echt lezen en schrijven leer je vooralsnog van mensen, van leraren van vlees en bloed die met tijd en toewijding individuele leerlingen kunnen lesgeven.",3,1,2,1,1,2,1
144,ParlaMint-NL_2021-12-21-eerstekamer-4.u27,D66,2021,"Voorzitter. De heer Van Hattem had ook nog een vraag gesteld over windmolens. Dat was eigenlijk meer een opmerking, geloof ik. Ik denk dat dat helemaal niet in tegenspraak is met elkaar, want we hebben veel geleerd over hoe je met windparken en windmolens om moet gaan. Voor de aanleg daarvan is er gewoon ruimtelijkeordening- en milieuregelgeving, die ervoor zorgt dat er een aanvaardbaar woon- en leefklimaat blijft en dat de mensen die in de omgeving wonen, er bovendien veel meer bij worden betrokken.",1,1,1,1,2,1,1
145,ParlaMint-NL_2017-01-25-tweedekamer-9.u91,PVV,2017,"Voorzitter. Het zal niemand verbazen dat de PVV de ratificatie van dit klimaatverdrag, de overeenkomst van Parijs, niet zal steunen. Ik zal in tien punten uiteenzetten waarom wij het een slecht akkoord vinden. Ten eerste wetenschappelijke onzekerheid. Hier wordt vaak gedaan alsof alle wetenschappers het zo eens zijn, maar het tegendeel is waar. Het klimaat is een ongelofelijk complex systeem en de klimaatwetenschap staat nog in de kinderschoenen. Het is daarom zeer onzeker of wij de opwarming van de aarde kunnen begrijpen, laat staan beïnvloeden.",1,1,4,1,1,1,1
146,ParlaMint-NL_2017-03-28-tweedekamer-9.u22,VVD,2017,"Dat zeg ik even in algemene zin. Zeer specifiek over dit manifest hecht ik eraan om te zeggen dat ik vind dat wij het Parijsakkoord moeten uitvoeren. We moeten staan voor onze afspraken. Daar is het huidige demissionaire kabinet mee bezig, maar de precieze weg daarnaartoe zal natuurlijk onderdeel zijn van de gesprekken die dadelijk in het kader van de informatie gaan plaatsvinden.",1,3,1,1,1,1,1
147,ParlaMint-NL_2021-05-11-tweedekamer-29.u119,CDA,2021,"Voorzitter. Voor het CDA is rentmeesterschap hele belangrijke kernwaarde. Vrij vertaald betekent dat dat we goed voor onze aarde willen zorgen. Tegelijkertijd betekent rentmeesterschap voor ons ook gedegen financiën, en daarmee ook dat beleid wordt gemaakt dat haalbaar en betaalbaar is, zodat iedereen het mee kan maken. Dat doen we, misschien best wel egoïstisch, voor onszelf hier, zoals we hier vandaag zijn, voor een schone en gezonde samenleving, en ook nog voor de generaties die na ons komen. Klimaatverandering is een van de grootste opgaven van deze tijd. We willen daarom dat Nederland een solide bijdrage gaat leveren aan het halen van het doel dat we wereldwijd in Parijs hebben afgesproken, namelijk dat we CO gaan reduceren. Met de tijdelijke productiebeperking voor kolencentrales, die met deze wetswijziging wordt vastgesteld, zetten we een grote stap om de klimaatafspraken te halen die we met elkaar hebben gemaakt. Voorzitter. Met de tijdelijke productiebeperking voor kolencentrales, die met deze wetswijziging wordt voorgesteld, zetten we een grote stap om de afspraken te halen. Als CDA hebben we steeds gewezen op het feit dat er eventueel leveringszekerheidsrisico's zijn en dat deze goed moeten worden opgevangen. We hebben er vertrouwen in dat met deze tijdelijke productiebeperking en het feit dat de centrales beschikbaar blijven voor de piekvraagmomenten, de leveringszekerheid van elektriciteit is gewaarborgd. Dat willen we natuurlijk thuis ook allemaal graag, want we willen onze telefoons kunnen opladen, we willen een koelkast kunnen gebruiken en alles wat we thuis ook maar willen. De minister geeft aan dat de productiebeperking waarschijnlijk grotendeels zal worden opgevangen door Nederlandse gascentrales. Maar een deel van de elektriciteit zal misschien ook wel uit het buitenland komen. Verschillende collega's zeiden het al. Het kan dus zijn dat de CO-effecten op Europees niveau dan niet gunstig uitpakken. Klopt dat? Kan de minister daarop ingaan? Hoeveel elektriciteit zou er dan uit het buitenland komen? Hoe groot is die kans? Dat maakt namelijk dat het natuurlijk wel een beetje een papieren exercitie wordt; dat is het gevoel dat we hier in deze zaal allemaal hebben. Dat brengt mij toch wel bij het feit — dat vond ik mooi aan de bijdrage van de SGP — dat het toch wel heel verstandig is om op Europees niveau zaken op het gebied van klimaatbeleid goed aan te pakken. Het CDA vindt het belangrijk dat er goed wordt omgegaan met het personeel van de kolencentrales die met deze maatregel te maken krijgen. Voorzitter, ik ga bijna afronden. Ik zou graag nog van de minister horen wat de laatste stand van zaken is omtrent de call for proposals voor de vrijwillige sluiting van een kolencentrale. Voorzitter, ter afsluiting. Ik begon onze bijdrage met onze kernwaarden rentmeesterschap en toekomstige generaties. Vandaag stonden ze hier, in de stromende regen en een onweersbui, bij ons in Den Haag op de stoep. We ontvingen van hen deze oproep: maak ons weerbaar tegen klimaatverandering.",3,4,2,1,2,2,1
148,ParlaMint-NL_2022-05-18-tweedekamer-3.u81,GroenLinks,2022,"Ja. Ik kan wel één voorbeeld geven. De argumenten die pleiten voor het behoud van de geborgde zetels, zijn in vorige eeuwen ook de argumenten geweest om de besluitvorming bij de adelstand te houden, bijvoorbeeld, en om het gewone volk niet mee te laten beslissen.",1,1,1,1,1,1,1
