original_index,party,year,source_file,pages,text,relevance_reason,climate_topics,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization,dominant_frame,dominant_frame_score,n_frames_present,has_parse_failure
134,cda,2021,cda-2021.pdf,41-43,"De strategie ziet er op toe dat we voor vitale technologieën, energie en grondstoffen niet te afhankelijk worden van andere landen.",Betreft geopolitieke energieafhankelijkheid en strategische autonomie op energiegebied,"energieafhankelijkheid, geopolitiek",2,1,1,4,1,1,1,security,4,1,False
135,cda,2021,cda-2021.pdf,45-48,"Wij willen slim vergroenen en komen met een pakket fiscale maatregelen voor de vergroening en verduurzaming van de samenleving. Daarnaast verbeteren we de milieu-investeringsaftrek en de energieinvesteringsaftrek, die investeringen mogelijk maken om het klimaat te verbeteren. Deze regelingen worden aangepast aan nieuw beschikbare technologieën, vooral om bestaande gebouwen en installaties aan te passen. Ook verruimen wij de mogelijkheden voor huishoudens die bij willen dragen aan klimaatverbetering en houden wij een salderingsmethode voor particulieren met zonnepanelen ook na 2021 in stand. De transitie naar elektrisch rijden willen wij maken, maar de oversubsidiëring van elektrische auto's wordt aangepakt.","Bevat concrete voorstellen voor fiscale klimaatmaatregelen, energieinvesteringsaftrek, zonnepanelen en elektrisch rijden","fiscale klimaatmaatregelen, energieinvesteringsaftrek, zonnepanelen, elektrisch rijden, klimaatverbetering, verduurzaming",4,1,2,1,2,1,2,economic,4,1,False
136,cda,2021,cda-2021.pdf,58-60,"Grootschalige nieuwbouw is ook de snelste en goedkoopste manier van verduurzaming. Meerjarige investeringen bieden zekerheid aan bouwers, jagen de innovatie aan en drukken de prijzen voor de verduurzaming van bestaande woningen.",Gaat over verduurzaming van woningen als onderdeel van klimaatbeleid,"verduurzaming, energietransitie",4,1,2,1,1,1,1,economic,4,1,False
137,cda,2021,cda-2021.pdf,58-60,Met een grootschalig Nationaal Woonplan gaan we binnen tien jaar 1 miljoen nieuwe en duurzame woningen bouwen. Alle oplossingen zijn denkbaar: van bouwen in het groen tot een compleet nieuwe stad. Maar ook is er aandacht voor het veranderen naar woonfunctie van kantoor- en bedrijfspanden en modulaire en circulaire bouw. In de afgelopen jaren heeft de bouwsector zich ontwikkeld op dit vlak. Wij stimuleren daarbij duurzame materiaalkeuzes en geven ruimte aan zulke innovaties.,"Behandelt duurzame woningbouw, circulaire bouw en duurzame materiaalkeuzes als onderdeel van klimaatbeleid","duurzaamheid, circulaire economie",2,1,2,1,2,1,1,economic,2,0,False
138,cda,2021,cda-2021.pdf,58-60,"Wij zien in houtbouw een duurzaam alternatief voor steen en beton, omdat het CO2 vasthoudt in plaats van uitstoot.",Expliciet over CO2-reductie door alternatieve bouwmaterialen,"CO2-reductie, duurzaamheid",1,1,3,1,3,1,1,scientific,3,2,False
139,cda,2021,cda-2021.pdf,58-60,"Parken, speelweides, volkstuinen en stadsnatuur vergroten de leefbaarheid en zijn van steeds groter belang voor afkoeling bij hitte of de opvang van regenwater bij extreme buien.",Gaat over klimaatadaptatie door groen in de stad voor hitte en extreme neerslag,"klimaatadaptatie, extreme weer",1,1,1,1,3,1,1,health_environment,3,1,False
140,cda,2021,cda-2021.pdf,60-62,"Voor Nederland is een concurrerende en duurzame luchtvaart op Schiphol en de regionale luchthavens van groot belang voor de economie en werkgelegenheid. Ons uitgangspunt is het vinden van een nieuw evenwicht tussen mens, milieu en economie. Stillere, schonere en zuinigere vliegtuigen moeten een bijdrage leveren aan het terugdringen van de overlast voor de directe omgeving en in een volgende kabinetsperiode zullen",Dit gaat over duurzame luchtvaart met schonere en zuinigere vliegtuigen als onderdeel van milieu- en klimaatbeleid.,"duurzame luchtvaart, emissies, milieu",4,1,1,1,2,1,2,economic,4,1,False
141,cda,2021,cda-2021.pdf,62-65,"Voor Nederland is een concurrerende en duurzame luchtvaart op Schiphol en de regionale luchthavens van groot belang voor de economie en werkgelegenheid. Ons uitgangspunt is het vinden van een nieuw evenwicht tussen mens, milieu en economie. Stillere, schonere en zuinigere vliegtuigen moeten een bijdrage leveren aan het terugdringen van de overlast voor de directe omgeving en in een volgende kabinetsperiode zullen hiervoor technologische projecten worden gestimuleerd. Het is wenselijk het aantal vluchten op Schiphol voorlopig te beperken met een maximum van 500.000. Primaire start- en landingsbanen moeten maximaal worden ingezet. Nachtvluchten moeten worden gereduceerd. Schiphol en de regionale luchthavens moeten daarbij als gezamenlijk Nederlands netwerk optreden, zodat de beschikbare capaciteiten beter benut worden. Voor de korte afstanden stimuleren we het gebruik van de trein.","Behandelt duurzame luchtvaart, schonere vliegtuigen, vluchtbeperkingen en stimulering van treingebruik voor emissiereductie","duurzame luchtvaart, emissiereductie transport, modal shift",3,2,2,1,3,1,2,economic,3,2,False
142,cda,2021,cda-2021.pdf,62-65,Ook van de binnenvaart vragen we een bijdrage aan het terugdringen van de stikstofuitstoot.,Expliciet gericht op uitstootreductie van de binnenvaart als onderdeel van klimaat- en milieubeleid,"stikstofuitstoot, duurzaam transport, binnenvaart",1,1,1,1,3,1,1,health_environment,3,1,False
143,cda,2021,cda-2021.pdf,65-67,We starten de overstap naar betaalbaar en duurzaam wonen in de regio door juist daar duurzaam te bouwen en renoveren. Met slimme investeringen geven we de verduurzaming en energietransitie van onderop vorm en zetten we de regio op voorsprong. Duurzame investeringen stimuleren ook de regionale economie en werkgelegenheid in sectoren als de bouw en de installatiebranche.,"Deze passage beschrijft duurzaam bouwen, renoveren en energietransitie als onderdeel van regionale ontwikkeling.","energietransitie, verduurzaming, duurzaam bouwen",4,1,1,1,2,1,1,economic,4,1,False
144,cda,2021,cda-2021.pdf,65-67,Nieuwe kansen liggen in grensoverschrijdende infrastructuur en projecten om energie-intensieve industrieclusters gezamenlijk te verduurzamen.,Deze passage behandelt verduurzaming van energie-intensieve industrieclusters in Europese grensregio's.,"verduurzaming, energie-intensieve industrie",2,1,1,1,1,1,1,economic,2,0,False
145,cda,2021,cda-2021.pdf,67-69,"Ons land is groot geworden in de gezamenlijke strijd tegen het water. Met windmolens en poldergemalen hebben we polders drooggelegd. De stormvloedkeringen beschermen ons land tegen de zee. Die combinatie van strijdbaarheid, vindingrijkheid en samenwerking hebben we opnieuw nodig om een solide bijdrage te leveren aan de aanpak van klimaatverandering en de realisatie van het klimaatakkoord van Parijs. De aarde is niet van ons, maar we hebben wel de taak er goed voor te zorgen. Dat is rentmeesterschap en daarom is klimaatverandering een van de grootste opgaven van deze tijd. Voor onszelf, maar zeker voor de generaties die na ons komen. Daarom moeten we de polarisatie tussen drammers en ontkenners doorbreken en onze schouders eronder zetten. Met een robuust beleid dat draagvlak heeft, effectief is en bijdraagt aan het verdienvermogen van ons land.","Deze passage behandelt klimaatverandering, het Parijs klimaatakkoord en rentmeesterschap als klimaatbeleidsconcept","klimaatverandering, Parijs-akkoord, klimaatbeleid, rentmeesterschap",3,4,2,2,2,2,2,moral,4,2,False
146,cda,2021,cda-2021.pdf,67-69,"Het draagvlak voor een duurzame toekomst ligt direct om de hoek. In het unieke Nederlandse landschap van water, polders en natuur. Door te werken aan een schonere, gezondere en groenere omgeving kunnen wij een betekenisvolle en zichtbare bijdrage leveren aan een duurzame toekomst. Onze bedrijven en kennisinstituten hebben de expertise over landbouw, water en energie. Daarmee kunnen we resultaten boeken en nieuwe kansen ontwikkelen voor een duurzame economie in ons land en de rest van de wereld. Het draagvlak voor een duurzame toekomst ligt direct om de hoek Een stevig draagvlak vraagt ook om een haalbaar en betaalbaar perspectief. Burgers en bedrijven zijn bereid de stap te zetten, zolang zij weten dat de lasten betaalbaar zijn en eerlijk worden verdeeld. En zij -meer dan nu- vooraf worden betrokken bij belangrijke besluiten. Samenwerking is het sleutelwoord. Wij ondersteunen initiatieven uit de samenleving en stellen burgers en bedrijven in staat om hun bijdrage leveren. Om ons heen zien we burgers, coöperaties en bedrijven die de schouders eronder zetten. Die initiatieven koesteren we en helpen we vooruit. De taak van de overheid is om heldere en haalbare meerjarige doelen vast te stellen, belemmeringen weg te nemen en investeringen aan te jagen.","Deze passage behandelt duurzame economie, energietransitie en klimaatbeleidsstrategie met focus op draagvlak en betaalbaarheid","duurzaamheid, energie, energietransitie, klimaatbeleid, duurzame economie",3,2,2,1,2,1,2,economic,3,1,False
147,cda,2021,cda-2021.pdf,67-69,"Wij willen een nationaal plan voor twaalf provinciale icoonprojecten op het terrein van duurzaamheid en schone energie. Elke provincie draagt een eigen project aan dat een bijdrage levert aan de nationale klimaatopgave. Het klimaatbeleid moet hand in hand gaan met een industriebeleid dat zorgt voor een eerlijk speelveld voor bedrijven in ons land en op de Europese en wereldmarkt. Waar nodig worden aanbestedings- en mededingingsregels aangepast zonder daarbij de belangen van het MKB uit het oog te verliezen en worden de staatssteunregels ook van toepassing op bedrijven van buiten Europa. Een eerlijk speelveld vraagt ook om Europese afspraken over gelijke beprijzing van de CO2-uitstoot door bedrijven en gelijke tarieven voor een vliegbelasting. Zodra Europa haar reductiedoelstelling verhoogt naar 55%, kunnen we de Nederlandse CO2-heffing schrappen. Ook moeten we in Europa afspraken maken over de verdere verduurzaming van de luchtvaart en de scheepvaart, bijvoorbeeld over het gebruik van walstroom tijdens het verblijf in havens.","Deze passage behandelt concrete klimaatprojecten, CO2-beprijzing, emissiedoelen en verduurzaming van transport","schone energie, klimaatopgave, CO2-uitstoot, CO2-heffing, reductiedoelen, verduurzaming",3,3,2,2,2,2,2,economic,3,2,False
148,cda,2021,cda-2021.pdf,67-69,"De beperking van de uitstoot van CO2 en stikstof vraagt in eigen land om een evenredige bijdrage van alle sectoren. De overheid maakt met grote bedrijven die een hoge CO2-uitstoot hebben afspraken over reductiedoelstellingen en de hulp die we hierbij bieden, met het oog op het behoud van de grote bedrijven. Ook in de agrarische sector gaan we werken met langjarige duurzaamheidsdoelen. Wij kiezen voor een versnelde overgang naar een betaalbare, duurzame energiemix. Windenergie op zee blijft een belangrijke bron. We blijven investeren in zonne-energie, duurzame biomassa en energiebesparing. Voor de periode na 2030 is kernenergie een serieuze optie. Samen met de energiesector ontwikkelen we daarom nieuwe plannen voor","Deze passage behandelt CO2-reductie, energietransitie, hernieuwbare energie en kernenergie als klimaatbeleidsinstrumenten","CO2-uitstoot, reductiedoelstellingen, energietransitie, windenergie, zonne-energie, kernenergie, energiebesparing",3,2,2,2,3,2,2,economic,3,2,False
149,cda,2021,cda-2021.pdf,69-71,"vraagt in eigen land om een evenredige bijdrage van alle sectoren. De overheid maakt met grote bedrijven die een hoge CO2-uitstoot hebben afspraken over reductiedoelstellingen en de hulp die we hierbij bieden, met het oog op het behoud van de grote bedrijven. Ook in de agrarische sector gaan we werken met langjarige duurzaamheidsdoelen.",Dit gaat over CO2-reductiedoelstellingen en sectorbijdragen aan klimaatbeleid,"CO2-reductie, sectorale klimaatafspraken, duurzaamheidsdoelen",2,1,2,1,2,1,2,economic,2,0,False
150,cda,2021,cda-2021.pdf,69-71,"Wij kiezen voor een versnelde overgang naar een betaalbare, duurzame energiemix. Windenergie op zee blijft een belangrijke bron. We blijven investeren in zonne-energie, duurzame biomassa en energiebesparing. Voor de periode na 2030 is kernenergie een serieuze optie. Samen met de energiesector ontwikkelen we daarom nieuwe plannen voor tenminste twee extra kerncentrales. Ook ontkomen we niet aan de opslag van CO2 onder de Noordzee. Om te voorkomen dat CO2-opslag en kernafval als probleem wordt doorgeschoven naar volgende generaties, investeren we in R&D rond het hergebruik van CO2 en het verminderen en het hergebruik van kernafval.","Dit beschrijft concrete energietransitiebeleid met hernieuwbare energie, kernenergie en CO2-opslag","energietransitie, hernieuwbare energie, windenergie, zonne-energie, kernenergie, CO2-opslag",3,2,2,2,2,2,2,economic,3,1,False
151,cda,2021,cda-2021.pdf,69-71,"De inzet is erop gericht om investeringen in de energietransitie juist ook te richten op regio's die we economisch willen versterken. Wij zetten ook in op nieuwe energiebronnen als geothermie, aquathermie en warmtenetten, energiedragers als waterstof en synthetische kerosine of duurzame brandstof.",Dit gaat over energietransitie-investeringen en nieuwe duurzame energiebronnen,"energietransitie, geothermie, waterstof, duurzame brandstoffen",4,1,1,2,1,1,1,economic,4,1,False
152,cda,2021,cda-2021.pdf,69-71,"Om altijd ruimte te houden voor innovatie en nieuwe inzichten en maatregelen te blijven toetsen op kosteneffectiviteit en efficiency, willen wij een periodieke review van het klimaatakkoord, te beginnen in 2022.",Dit betreft evaluatie en aanpassing van het Nederlandse klimaatakkoord,"klimaatakkoord, klimaatbeleid",4,1,1,1,1,1,1,economic,4,1,False
153,cda,2021,cda-2021.pdf,69-71,"Wij verruimen de regelingen die investeringen in isolatie, verduurzaming of energiebesparing in je eigen huis haalbaar en betaalbaar maken. Alle regelingen worden samengebracht in een online klimaatloket, waar je terecht kunt voor subsidies en advies op maat over de beste en meest rendabele investeringen.",Dit gaat over subsidies en beleid voor energiebesparing in woningen als onderdeel van klimaatbeleid,"energiebesparing, woningverduurzaming, klimaatloket",4,1,2,1,2,1,1,economic,4,1,False
154,cda,2021,cda-2021.pdf,69-71,"Bij de nieuwbouw van woonwijken wordt duurzaam, klimaatneutraal en meer groen de norm en mogelijkheden voor de opvang en het hergebruik van regenwater bevorderd. Wij stimuleren niet alleen circulair bouwen maar ook energiepositief bouwen voor een duurzamer en groener Nederland.",Dit beschrijft klimaatneutraal en energiepositief bouwen als onderdeel van klimaatbeleid,"klimaatneutraal bouwen, energiepositief bouwen, circulair bouwen",1,1,1,1,2,1,1,health_environment,2,0,False
155,cda,2021,cda-2021.pdf,69-71,"Als gemeenten de regierol krijgen in het verduurzamen van wijken, mogen zij ook kiezen voor behoud en aanleg van gasnetten in de gemeente. Daarbij zou het uitgangspunt in de verduurzaming van de gebouwde omgeving richting 2050 moeten zijn dat aanleg van gasnetten wordt gezien als laatste optie. Een verbod is dan niet nodig.",Dit gaat over energietransitie in wijken en de rol van gas in de verduurzaming richting 2050,"wijkverduurzaming, energietransitie, gasnetten",1,1,1,1,1,1,2,weaponization,2,0,False
